province,type,name,about,priorities,website,phone,email,address,parent_ministry,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
AB,Regulatory/Adjudicative,Out-Of-Country Health Services Committee,The Out-of-Country Health Services Committee reviews and makes decisions on applications for approval for funding of insured services or insured hospital services not available in Alberta or Canada.,,https://www.alberta.ca/ahcip-out-of-country-health-funding,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Police Review Commission,The Police Review Commission (PRC) is an independent civilian body that investigates complaints about the conduct of police officers.,,https://www.albertaprc.ca/,,,,,,,,,,,,,
AB,Service Delivery,Portage College Board of Governors,"Portage College is a board-governed, public post-secondary institution with its main campus located in Lac La Biche. It operates under the authority of Alberta’sPost-secondary Learning Actas a comprehensive community college. The institution offers a range of foundational, apprenticeship, and undergraduate programming and may undertake research and scholarly activities that are focused on industry or community needs, and that support economic and social development in its region.",,https://www.portagecollege.ca/About/Governance-and-Leadership/Board-of-Governors/,,,,,,,,,,,,,
AB,Advisory,Power and Natural Gas Consumers' Panel,"The Panel will provide advice to the Minister regarding the interests of residential, farm, and small business electricity and natural gas consumers in Alberta with respect to policy and regulatory issues.",,https://ucahelps.alberta.ca/about-the-uca/power-and-natural-gas-consumers-panel/,,,,,,,,,,,,,
AB,Advisory,Prairie Provinces Water Board,"The Prairie Provinces Water Board is an interjurisdictional third party board. The Board's role is to administer the Master Agreement on Apportionment. This relates to water quantity and quality sharing among Alberta, Saskatchewan, and Manitoba for waterbodies that cross provincial and/or territorial borders.",,https://ppwb.ca/,,,,,,,,,,,,,
AB,Advisory,"Premier's Council on Missing and Murdered Indigenous Women, Girls and Two Spirit Plus People",The Council is an advisory agency accountable to the Premier through the Minister of Indigenous Relations. The Council is responsible to:,,https://www.alberta.ca/premiers-council-on-mmiwg2s-people,,,,,,,,,,,,,
AB,Advisory,Premier's Council on Multiculturalism (Council),"The Council advises the Minister on ways to support multiculturalism, cultural exchange, and inclusion of multicultural and Indigenous communities across Alberta. Advice will address, but may not be limited to:",,https://www.alberta.ca/premiers-council-on-multiculturalism,,,,,,,,,,,,,
AB,Advisory,Premier's Council on Skills,"The Council is an advisory body responsible for providing advice to the Premier of Alberta (the Premier), through the Minister of Advanced Education (the Minister), regarding skills and training needed in Alberta’s evolving economy, especially with regard to select strategic industries identified inAlberta’s Recovery Plan, and the alignment of such with current or planned programming in Alberta’s adult learning system. As a key liaison between industry and GoA on skills development, the Council will help to facilitate input from these critical industries to inform GoA policies.",,https://www.alberta.ca/premiers-council-on-skills,,,,,,,,,,,,,
AB,Advisory,Premier's Council on the Status of Persons with Disabilities,"The Premier’s Council on the Status of Persons with Disabilities provides advice and recommendations to government on issues, programs, policies and services affecting persons with disabilities.",,https://www.alberta.ca/premiers-council-persons-with-disabilities-about,,,,,,,,,,,,,
AB,Service Delivery,Primary Care Alberta,"PCA will coordinate, and in some cases provide, primary health care services and provide transparent provincial oversight over those services, with a focus on:",,https://www.primarycarealberta.ca/,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Professional Conduct and Competency General Panel,"The Chair of the Professional Conduct and Competency General Panel assigns members of the panel to serve on hearing and appeal committees as needed, or to conduct dispute resolution or mediation processes.  The hearing committee may make a finding of unprofessional conduct and/or professional incompetence and recommend a penalty to the Minister of Education for consideration, or they may dismiss the case.  The hearing committee's decision may be appealed, and the appeal would be heard by a different committee.",,https://www.alberta.ca/alberta-teaching-profession-commission-roles-and-responsibilities,,,,,,,,,,,,,
AB,Advisory,Provincial Committee on Tobacco and Vaping,The Provincial Committee on Tobacco and Vaping (Committee) will provide the Minister of Health (Minister) with advice to support the implementation of the Tobacco and Vaping Reduction Strategy (Strategy) and with evidence-based advice and recommendations to prevent and reduce tobacco and vaping products use.,,https://www.alberta.ca/tobacco-and-vaping-reduction-strategy,,,,,,,,,,,,,
AB,Advisory,Provincial Police Advisory Board,"Mandate: The Provincial Police Advisory Board (PPAB) will represent small and rural communities policed under the Provincial Police Service Agreement (PPSA), including municipalities with a population under 5,000, municipal districts and counties, and Metis Settlements.",,https://rmalberta.com/resolutions/8-23f-implementation-of-provincial-police-advisory-board/,,,,,,,,,,,,,
AB,Public Trust,PSPP Corporation,The Public Service Pension Plan Board has legislated responsibilities for the Public Service Pension Plan under the Joint Governance of Public Sector Pension Plans Act.,,https://www.pspp.ca/,,,,,,,,,,,,,
AB,Regulatory/Adjudicative,Public Health Appeal Board,"The Public Health Appeal Board (PHAB) hears appeals from persons with regard to decisions of the regional health authority. Appeals relate to orders under thePublic Health Actand in respect of decisions of a regional health authority to issue or to cancel, suspend or refuse to issue a license, permit or other approval provided for in the regulations, and any other decision in respect of which an appeal to the Board is permitted under the regulation.",,https://www.alberta.ca/public-health-appeal-board,,,,,,,,,,,,,
